category,subcategory,date,feedback,score,user_role,license_sku,server_version
Reliability,Notifications Reliability,2020-05-26,"Notifications in iOS for Mattermost are a bit buggy sometimes - sometimes I get them, sometimes I don't, regardless of how the settings are",1,user,E0,5.22.0
UX Feedback,Logout Issues,2020-05-26,"Option to save my login credentials, automatically log me in. If I have to open my password manager every time I restart my computer to log in to what is for me a minority communication app, I will never do it. (Evidenced by the past 6 months).",3,user,E10,5.21.0
UX Feedback,Onboarding,2020-05-26,"The GUI design is too simple without any help button or assistance, hard to understand what's going on.",4,user,,5.14.0
UX Feedback,Translations,2020-05-26,speark korean,9,user,TE,5.22.0
Feature Requests,Threading,2020-05-26,"Provide availability outside ESA vpn network would really help (similarly to what was done for Gitlab)...in alternative, availability via app for smartphone, to allow follow threads while not at the ESA laptop",2,user,TE,5.22.0
Invalid,Invalid,2020-05-26,yes better,4,user,E20,5.20.0
UX Feedback,Performance,2020-05-26,Less lag when switching between channels,8,user,TE,5.21.0
UX Feedback,Group Message UX,2020-05-26,Group notification not coming sometimes,9,user,TE,5.21.0
Invalid,Invalid,2020-05-26,Very good service. Thank you,2,user,TE,5.21.0
Invalid,Invalid,2020-05-26,Change to Teams,6,user,TE,5.21.0
Feature Requests,Channel Sidebar,2020-05-26,There should be last seen and whether message is read R mark should be there; ok,8,user,E0,5.22.0
Praise,Praise,2020-05-26,all good,2,user,E10,5.21.0
Invalid,Invalid,2020-05-26,get more people to use it!,7,user,E10,5.21.0
Feature Requests,Audio/Video Calling,2020-05-26,"Better direct / chat messages and quick video conference. Having a contact list more like skype, slack, teams ... Be able to add people into a conversation / video conference. Thank you",10,user,TE,5.21.0
Praise,Praise,2020-05-26,Good App,4,user,TE,5.21.0
UX Feedback,UI/UX Polish,2020-05-26,Its not user freindly..Its very much complicated,6,user,E0,5.22.0
Invalid,Invalid,2020-05-26,i do not know,7,user,TE,5.20.0
Feature Requests,Audio/Video Calling,2020-05-26,add vocal communication,9,user,,5.15.0
Feature Requests,Channel Sidebar,2020-05-26,If possible try to organise and archive discussions according to main themes.,7,user,E0,5.21.0
UX Feedback,Performance,2020-05-26,FIx the lags on andriod app,10,user,TE,5.21.0
Praise,Praise,2020-05-26,I dont know! Everything is OK for me.,10,user,E0,5.21.0
Feature Requests,Emoji/GIF Options,2020-05-26,If you can add GIF in chat box it may be more better.,10,user,E0,5.21.0
Invalid,Invalid,2020-05-26,I want more easy into other ch,3,user,E0,5.21.0
Feature Requests,Emoji/GIF Options,2020-05-26,Add GIF in chat,9,system_admin,TE,5.22.0
Reliability,Mobile Stability,2020-05-26,the ios app often getting stuck on startup screen,8,system_admin,TE,5.21.0
Reliability,Bugs,2020-05-26,"Does not work with GitLab Omnibus, if mattermost is available only with VPN and has enabled SSL. If i remove SSL it's \""working\"" but then it's throwing an error that it's something wrong with the sockets.",10,user,TE,5.21.0
Invalid,Invalid,2020-05-26,Hi all team members,7,user,E0,5.20.0
Invalid,Invalid,2020-05-26,7,2,user,TE,5.21.0
Invalid,Invalid,2020-05-26,cnot gud app,8,user,E0,5.22.0
UX Feedback,Mobile UX,2020-05-26,Better android app,8,system_admin,TE,5.21.0
Feature Requests,Threading,2020-05-26,a UseNet like tree structure of messages in threads where you see directly (and not only as links) which message responds to which,6,system_admin,TE,5.20.0
Feature Requests,Integrations,2020-05-26,Better integration of collaobration tools and clouds,7,user,E0,5.21.0
Feature Requests,Channel Sidebar,2020-05-26,"1) The OPTION TO SEARCH a person (to whom we want to send a message) should be AT THE TOP. it takes some time to scroll all the way down and then search the person.
2) If possible, there should be an option TO CALL PEOPLE directly from mattermost as it takes time to find the number and then call. It will be awesome, specially during this WORK FROM HOME time for effective and better communication.",8,user,TE,5.21.0
Invalid,Invalid,2020-05-25,hi,9,user,TE,5.16.0
Praise,Praise,2020-05-25,I think works great,3,user,E0,5.22.0
Invalid,Invalid,2020-05-25,more features,4,user,E10,5.21.0
Reliability,Message and Network Reliability,2020-05-25,Notifications real-time of incoming messages does not work. Hard to find our way around: too many different categories. This is trying to be both email and skype equivalent but does none good.,5,user,TE,5.21.0
UX Feedback,Update UX,2020-05-25,"If Mattermst installation is easier and it has a phone application (android and ios), it would be better.",9,user,TE,5.21.0
UX Feedback,UI/UX Polish,2020-05-25,By polishing some features of the UX,10,user,TE,5.12.0
Invalid,Invalid,2020-05-25,bot; hey bot,4,user,TE,5.22.0
Feature Requests,Text Editor,2020-05-25,do better threads and text editor,8,user,E0,5.19.0
UX Feedback,Onboarding,2020-05-25,To make Mattermost easier,7,team_admin,TE,5.21.0
Feature Requests,Channel Sidebar,2020-05-25,switch to show only online user in roster,10,user,TE,5.19.0
UX Feedback,Mobile UX,2020-05-25,Android? Idk.,6,user,E0,5.19.0
Feature Requests,Audio/Video Calling,2020-05-25,You could add a possibility to make an online call,5,user,E10,5.21.0
UX Feedback,Onboarding,2020-05-25,can we have a explanation guide ?,6,team_admin,E10,5.21.0
Feature Requests,Integrations,2020-05-25,"* Missing a call tool (so call team members directly without needing to create meeting).
* Missing a meeting schedulle tool (so meeting can be create in advance for a later date and link shared).",4,user,TE,5.21.0
Feature Requests,Share Message,2020-05-25,forward massages,5,user,TE,5.21.0
UX Feedback,UI/UX Polish,2020-05-25,Make it friendly in all options,6,user,E0,5.21.0
Invalid,Invalid,2020-05-25,Звонки внутри маттермоста,10,user,TE,5.21.0
Invalid,Invalid,2020-05-25,Continuez comme ça!,10,user,TE,5.13.0
Feature Requests,Channel Sidebar,2020-05-25,"make read message as well , not possible to know message is read or not",9,user,TE,5.21.0
Invalid,Invalid,2020-05-25,.,10,team_admin,TE,5.21.0
Feature Requests,Audio/Video Calling,2020-05-25,It would be nice to be able to talk as well if necessary ! :-),8,user,TE,5.18.0
UX Feedback,Search UX,2020-05-25,Make the **in:** mode the default option when to search in the current channel.,8,user,E0,5.22.0
Feature Requests,Integrations,2020-05-25,Connect with drive to manage sharing and attachments.,10,user,TE,5.21.0
Invalid,Invalid,2020-05-25,Yes,10,user,E0,5.21.0
Invalid,Invalid,2020-05-25,Meeting started at https://mattermost.int.pbs-software.com/TightLemonsConjureSleepily.; Meeting started at https://mattermost.int.pbs-software.com/WorriedSeagullsSpellAnxiously.,10,user,TE,5.21.0
Invalid,Invalid,2020-05-24,Hi,10,system_admin,E0,5.22.0
UX Feedback,Files/Attachments,2020-05-24,"Allow files (attachments, images,..) on the phone to be shared directly from the application without downloading it first.",10,user,TE,5.21.0
Praise,Praise,2020-05-24,"I think it is fine as it is, thank you. I can't think of anything to make it better.",8,system_admin,TE,5.15.0
Invalid,Invalid,2020-05-24,"*[ test](https://media3.giphy.com/media/gw3IWyGkC0rsazTi/giphy.gif)*
![GIF for ' test'](https://media3.giphy.com/media/gw3IWyGkC0rsazTi/giphy.gif)",7,user,E0,5.12.0
Feature Requests,Threading,2020-05-24,improve threads,10,user,TE,5.21.0
Invalid,Invalid,2020-05-23,hii,10,user,TE,5.21.0
Invalid,Invalid,2020-05-23,Fine,5,team_admin,E0,5.19.0
Reliability,Mobile Stability,2020-05-23,"when i click on mattermost push notifications, it no longer brings me to the correct message thread",8,user,E0,5.21.0
Feature Requests,Audio/Video Calling,2020-05-23,Good to include audio-speaking recorder functions for visually challenged users.,9,user,TE,5.21.0
Invalid,Invalid,2020-05-23,Hi,0,user,TE,5.21.0
Invalid,Invalid,2020-05-23,Good,10,user,TE,5.21.0
Invalid,Invalid,2020-05-23,Nice,6,user,TE,5.18.0
Invalid,Invalid,2020-05-23,That's a good question. It's just ANOTHER platform I'll also have to manage.,10,user,TE,5.21.0
Praise,Praise,2020-05-23,I am Satisfied with this app,9,user,TE,5.21.0
Invalid,Invalid,2020-05-23,everything is fine,10,user,TE,5.21.0
Praise,Praise,2020-05-23,Superb experience,9,user,E0,5.18.0
UX Feedback,Themes,2020-05-23,introduce themes so that it can be more personalised,7,user,E0,5.22.0
Feature Requests,Channel Sidebar,2020-05-22,"improve notification handling. 
sometimes I cannot see that there are new messages among different channels, but not too intrusive as well.",10,user,TE,5.21.0
UX Feedback,Themes,2020-05-22,"Need some features like
- Reply goes to sub chat not in current chat like slack
- easy to integrate plug-ins
- Theme improvements",6,user,TE,5.21.0
Feature Requests,Threading,2020-05-20,"Better threaded messages and UX, ability to mark channels as unread, a proper new notifications center, uploaded videos play in-line (some don't for some reason) - bottom line - between managing on phone and desktop messages get lost and it's really frustrating",9,user,E0,5.16.0
Feature Requests,Channel Sidebar,2020-05-20,Please add the ability to set icons for commands and channels.,8,system_admin,E0,5.22.0
Feature Requests,Threading,2020-05-19,"Threads and Supply-threads should be look like in Facebook. Here it is like Telegram, if to much comments are between the last Message and my next comment, the conversation will get lost.",1,user,E10,5.21.0
Feature Requests,Channel Sidebar,2020-05-19,Improve the visability of new messages,7,user,E10,5.21.0
Feature Requests,Channel Sidebar,2020-05-19,"Replicate \""All unreads\"" page from Slack. It helps reading updates from a multitude of channels quickly.",5,user,E20,5.22.0
Feature Requests,Threading,2020-05-18,"There are a lot of features missing, specially the feature to crypt save messages in database, and some things maybe should be redesigned, like the thread appearing on the channel instead of only on the thread",10,user,E0,5.20.0
Feature Requests,Channel Sidebar,2020-05-18,I sometimes miss notifications in some channels. I'd like notifications on channels with new messages to be more obvious in the GUI.,5,system_admin,E20,5.22.0
Feature Requests,Threading,2020-05-16,"collapsible threads, nothing fancy, just like slack always had.",10,user,TE,5.21.0
Feature Requests,Threading,2020-05-15,"1) Better notifications, 2) automatically collapsed threads (If I'm typing in a thread, it shouldn't figure as part of the main conversation unless people expand said thread), 3) a fixed list of users on the side (optional) so that I can easily get an overview of who's on and who isn't. The dropdown with scroll doesn't do it for me, think IRC. 4) the ability to rename people for yourself so that if they've used their full name you can change it to 'Joe' for overview.",10,team_admin,E0,5.22.0
Feature Requests,Threading,2020-05-14,"I don't like much the system of reply: I suggest to represent threads of replys in an expandable tree, discarding spot messages not linked to anything. 
There should be the possibility to check if a user has read a message or at least has visualized the channel.",5,user,TE,5.16.0
Feature Requests,Channel Sidebar,2020-05-14,channel folders,5,user,E0,5.21.0
Feature Requests,Threading,2020-05-14,Please make threads option to text without duplicate in a main channel.,6,user,TE,5.21.0
Feature Requests,Channel Sidebar,2020-05-14,Implement markers for the unread messages on the channels,10,system_admin,E0,5.21.0
Feature Requests,Threading,2020-05-13,Folded/hidden threaded convos :),6,user,E0,5.21.0
Feature Requests,Threading,2020-05-13,Folded reply threads would be nice. I think its a WIP at the moment,10,user,E0,5.21.0
Feature Requests,Channel Sidebar,2020-05-11,implementing a sort of contextual menu support for the right mouse button so you can reply a message directly by clicking on it.,8,user,TE,5.21.0
UX Feedback,Notifications UX,2020-05-11,Add sound for messanges,3,user,E10,5.21.0
Feature Requests,Voice Messages,2020-05-11,Add group and one on one voice channels directly in mattermost without plugins.,10,system_admin,TE,5.21.0
Feature Requests,Threading,2020-05-10,add replies/threads like Slack,7,system_admin,E0,5.21.0
Feature Requests,Threading,2020-05-08,"please make the threads more usable, now it's a mess to use them",10,user,TE,5.21.0
Feature Requests,Threading,2020-05-08,Um recurso de thread melhor,10,system_admin,TE,5.21.0
Feature Requests,Threading,2020-05-08,THREADS,2,user,TE,5.21.0
Feature Requests,Threading,2020-05-06,The only missing feature is a real thread implementation as known from slack. When I use Threads I don’t want every message also in the channel,5,user,,5.14.0
Feature Requests,Voice Messages,2020-05-06,"send audios will improve the communication and the thread could be different, I don't know how, but something that doesn't disturb the others conversations",10,team_admin,E0,5.21.0
Feature Requests,Threading,2020-05-06,"* Add a virtual channel containing all unreads from all non-muted channels
* Add the ability to start a separate thread (see Slack) from a post
* Add a virtual channel to see all your threads
* Add a virtual channel containing all mentions & reactions (see Slack)
* Add voice-chat",8,user,TE,5.20.0
Feature Requests,Threading,2020-05-01,The thread management in slack is much better,10,user,TE,5.19.0
Feature Requests,Threading,2020-05-01,"*foo*; threading - fix threading: a threads view to see past threads, and the ability to reply to a thread without the reply going to the channel.
OR - any way to make the concept of multiple conversations in a channel easier",7,user,E0,5.21.0
Feature Requests,Threading,2020-04-29,The thread replies are confusing as fuck.,7,user,TE,5.21.0
Feature Requests,Channel Sidebar,2020-04-28,"Add a Badge to any channel that has unread messages. Bolding the channel does not work. It's frustrating to think you have new messages when you don't just because you had the channel selected. You can keep bolding the channel when its selected, but you need a SEPARATE way to identify it contains unread messages. The Badge doesn't have to tell me how many unread messages there are (although that would be nice) it just needs to be on or off.",8,user,E20,5.12.0
Feature Requests,Channel Sidebar,2020-04-28,new feature to create sub-channels or group of channels to organize. thanks !,8,user,TE,5.20.0
Feature Requests,Threading,2020-04-27,Improve response in thread discussion... it's actually not good,10,system_admin,E10,5.21.0
Feature Requests,Threading,2020-04-27,If we can separate topic with diffrent thread?,10,user,E0,5.21.0
Feature Requests,Threading,2020-04-26,Add hiding of threaded replies in channels (I think that's in the works?),8,user,E0,5.21.0
Feature Requests,Threading,2020-04-26,"Threads as implemented don't add too much value, since threaded post are posted in the main thread as prominent as main thread posts. Therefore, many people don't bother to reply in thread...",5,user,TE,5.20.0
Feature Requests,Threading,2020-04-26,True threading would help immensely.,10,user,TE,5.19.0
Feature Requests,Channel Sidebar,2020-04-24,"Mattermost has a whole host of issues, each of which, by itself is minor, but all together, make the product very undesirable. For example, I would like to be able to press a button, such as tab or some combination of command keys and tab, to switch between the last few conversations/rooms I've been in. It's very easy to click somewhere else and loose where I last was.

Being able to hide nest replies would be nice, instead of dumping the latest message to the bottom of the channel.

There are a lot of little things wrong, but nothing individually big.",7,user,TE,5.21.0
